Date,NVDA,MSFT,AAPL,GOOGL,META,TSLA,AVGO,ORCL,WMT,COST,PG,KO,JPM,V,MA,BRK-B,LLY,JNJ,UNH,ABBV
2016-01-05,0.802271842956543,48.202362060546875,23.15791893005371,37.8156852722168,102.10059356689453,14.895333290100098,10.53288745880127,30.76495361328125,17.516159057617188,134.5720977783203,59.717105865478516,31.074256896972656,48.9527702331543,71.1090087890625,89.44817352294922,131.25,70.84442138671875,76.4920425415039,100.07398986816406,37.852569580078125
2016-01-06,0.7690980434417725,47.32675552368164,22.704721450805664,37.7064323425293,102.33910369873047,14.602666854858398,10.208904266357422,30.920324325561523,17.691545486450195,133.32681274414062,59.13982391357422,30.906280517578125,48.24609375,70.17668914794922,88.08002471923828,131.3300018310547,70.39801788330078,76.10540008544922,99.0533447265625,37.85917282104492
2016-01-07,0.7386072874069214,45.68060302734375,21.746477127075195,36.79621887207031,97.32005310058594,14.376667022705078,9.884156227111816,30.247020721435547,18.103557586669922,130.27235412597656,58.62333297729492,30.395071029663086,46.29505157470703,68.79682159423828,86.466552734375,129.47999572753906,68.5702896118164,75.21843719482422,96.13719940185547,37.747005462646484
2016-01-08,0.7227520942687988,45.820709228515625,21.861469268798828,36.295169830322266,96.73367309570312,14.066666603088379,9.819049835205078,29.91037368774414,17.68876075744629,127.99202728271484,57.70425033569336,30.314739227294922,45.25807571411133,67.94839477539062,84.81535339355469,128.3300018310547,68.43550872802734,74.41480255126953,94.4819107055664,36.717716217041016
2016-01-11,0.7239718437194824,45.79444122314453,22.215450286865234,36.40243148803711,96.91256713867188,13.856666564941406,9.806794166564941,30.160701751708984,17.87806510925293,130.188232421875,58.23595428466797,30.36585807800293,45.188941955566406,68.91799926757812,85.46637725830078,128.36000061035156,67.61006927490234,73.96757507324219,93.98442840576172,35.54987716674805
2016-01-12,0.7361680269241333,46.2147102355957,22.537878036499023,37.011722564697266,98.76116943359375,13.998000144958496,9.950789451599121,30.531875610351562,17.711029052734375,131.31573486328125,58.11442184448242,30.760234832763672,45.288814544677734,69.70120239257812,86.27783203125,128.8000030517578,67.71956634521484,74.47549438476562,96.28302764892578,36.183284759521484
2016-01-13,0.713726818561554,45.21652603149414,21.95841407775879,35.732051849365234,94.8552474975586,13.354000091552734,9.444518089294434,29.418338775634766,17.237775802612305,128.00042724609375,57.613121032714844,30.56304931640625,44.044437408447266,68.15353393554688,84.15486907958984,126.25,66.79305267333984,73.55059814453125,93.68426513671875,34.12309646606445
2016-01-14,0.6993352174758911,46.503665924072266,22.438671112060547,36.31900405883789,97.76728820800781,13.745332717895508,9.588510513305664,30.031219482421875,17.555131912231445,128.8923797607422,57.84096145629883,30.584951400756836,44.70503234863281,68.80614471435547,85.58905029296875,128.07000732421875,69.52206420898438,74.96825408935547,94.99651336669922,36.37664031982422
2016-01-15,0.6612828969955444,44.64738464355469,21.899803161621094,35.28116226196289,94.38813018798828,13.666000366210938,9.188701629638672,29.45287322998047,17.240554809570312,126.54475402832031,56.95231628417969,30.307435989379883,43.81399917602539,66.96945190429688,83.70197296142578,126.13999938964844,68.42707824707031,73.53543853759766,93.7186050415039,38.23013687133789
2016-01-19,0.6666490435600281,44.2708740234375,21.79383087158203,35.70771789550781,94.67634582519531,13.64799976348877,9.196359634399414,29.824045181274414,17.415939331054688,126.61207580566406,58.28152847290039,30.61415672302246,43.790950775146484,66.55924224853516,81.3525390625,127.76000213623047,70.10322570800781,73.91448974609375,96.55750274658203,36.6633186340332
2016-01-20,0.670307993888855,44.47225570678711,21.82314109802246,35.6818962097168,93.77191925048828,13.24666690826416,9.484343528747559,29.297487258911133,16.937114715576172,125.22368621826172,58.09994125366211,30.219806671142578,42.638763427734375,65.89729309082031,80.3240737915039,124.83000183105469,69.58943176269531,72.58782196044922,98.45297241210938,38.10346603393555
2016-01-21,0.6781136989593506,44.200836181640625,21.712657928466797,36.084625244140625,93.58309173583984,13.33133316040039,9.537958145141602,29.45287322998047,17.226634979248047,126.53633880615234,58.7818489074707,30.227102279663086,42.43906784057617,66.71774291992188,81.25816345214844,125.62000274658203,68.56184387207031,72.73185729980469,97.3465805053711,38.91020202636719
2016-01-22,0.6939689517021179,45.785682678222656,22.86705780029297,37.01768493652344,97.33993530273438,13.50333309173584,9.536428451538086,30.039854049682617,17.452133178710938,129.32156372070312,59.27220153808594,30.716413497924805,43.74488067626953,67.78055572509766,83.03203582763672,127.04000091552734,69.47151947021484,73.34593200683594,98.05845642089844,39.22355270385742
2016-01-25,0.6932370066642761,45.347869873046875,22.420635223388672,36.42974090576172,96.4156265258789,13.092000007629395,9.534894943237305,29.64276695251465,17.6637020111084,126.87291717529297,58.88144302368164,30.789432525634766,42.753990173339844,66.88555145263672,81.87147521972656,124.12999725341797,68.82295227050781,73.08058166503906,97.24364471435547,39.103546142578125
2016-01-26,0.7000669836997986,45.68060302734375,22.54463768005371,36.43818664550781,96.74359893798828,12.904000282287598,9.527237892150879,30.411033630371094,17.816816329956055,124.95439147949219,60.383174896240234,30.73101234436035,43.84473419189453,67.01608276367188,82.08849334716797,125.88999938964844,69.03352355957031,76.70429229736328,97.7410888671875,38.8435173034668
2016-01-27,0.6917735934257507,44.84877014160156,21.06330680847168,35.63323974609375,93.8713150024414,12.538000106811523,9.370989799499512,30.134809494018555,17.802898406982422,124.30651092529297,60.375545501708984,30.73831558227539,43.81399917602539,66.1117172241211,80.02212524414062,125.19000244140625,68.86503601074219,77.4472427368164,96.34307098388672,38.0767822265625
